name,upperLength,clothesStyles,hairStyles,upperBlack,upperBrown,upperBlue,upperGreen,upperGray,upperOrange,upperPink,upperPurple,upperRed,upperWhite,upperYellow
img_qh_train1A_00984008152.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00985008660.jpg,ShortSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00986006911.jpg,LongSleeve,Solidcolor,middle,,,1,,,,,,,,
img_qh_train1A_00987009767.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00988001974.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00989002994.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00990001281.jpg,LongSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_00991000011.jpg,LongSleeve,multicolour,Long,0.5,,,,,,,,,0.5,
img_qh_train1A_00992007167.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00993008474.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_train1A_00994000054.jpg,LongSleeve,multicolour,Long,,,,,0.5,,,,,0.5,
img_qh_train1A_00995006105.jpg,LongSleeve,multicolour,Short,,,0.7,,0.2,,,,,0.1,
img_qh_train1A_00996008681.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_00997002287.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_00998006808.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00999009459.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_01000005466.jpg,ShortSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01001005537.jpg,ShortSleeve,multicolour,Short,,,0.8,,,,,,,0.2,
img_qh_train1A_01002000247.jpg,LongSleeve,multicolour,Short,0.2,,,,0.8,,,,,,
img_qh_train1A_01003002457.jpg,ShortSleeve,multicolour,Long,,0.2,,,,,,,,0.8,
img_qh_train1A_01004006272.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01005003455.jpg,ShortSleeve,multicolour,Long,,,,,,,0.8,,,0.2,
img_qh_train1A_01006005508.jpg,LongSleeve,multicolour,middle,0.4,,,,,,,,,0.6,
img_qh_train1A_01007007391.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01008007491.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_01009006686.jpg,ShortSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01010006534.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01011008502.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_01012007028.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01013002276.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01014009686.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01015009141.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01016000951.jpg,ShortSleeve,multicolour,Short,,,,,,0.8,,,,0.2,
img_qh_train1A_01017006318.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_train1A_01018002917.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01019003966.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01020002838.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01021007760.jpg,LongSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_train1A_01022006690.jpg,LongSleeve,multicolour,middle,,,0.8,,,,,,,,0.2
img_qh_train1A_01023005077.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01024001836.jpg,ShortSleeve,multicolour,Short,0.3,,,,0.7,,,,,,
img_qh_train1A_01025009943.jpg,LongSleeve,multicolour,Long,0.4,,,,,,,0.3,,0.3,
img_qh_train1A_01026004037.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01027003889.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01028000501.jpg,ShortSleeve,multicolour,middle,0.4,,,,,,,,,0.6,
img_qh_train1A_01029000722.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01030009619.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01031009383.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01032007210.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01033006456.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01034003737.jpg,LongSleeve,multicolour,Short,0.2,,,,,,,,,0.8,
img_qh_train1A_01035004567.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01036006264.jpg,LongSleeve,multicolour,Short,0.5,0.5,,,,,,,,,
img_qh_train1A_01037007193.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01038007596.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01039008402.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01040007576.jpg,LongSleeve,multicolour,Long,0.1,,,,0.6,,,,,0.3,
img_qh_train1A_01041004066.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01042000326.jpg,LongSleeve,multicolour,Short,0.4,,,,0.6,,,,,,
img_qh_train1A_01043000710.jpg,LongSleeve,multicolour,Long,0.3,,,,,,,,,0.7,
img_qh_train1A_01044000136.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,,1
img_qh_train1A_01045001776.jpg,LongSleeve,multicolour,Long,0.1,,,0.8,,,,,,0.1,
img_qh_train1A_01046000451.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01047007812.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_train1A_01048005833.jpg,LongSleeve,Solidcolor,Short,,1,,,,,,,,,
img_qh_train1A_01049005069.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01050002193.jpg,LongSleeve,multicolour,middle,0.5,,,,,,,,0.5,,
img_qh_train1A_01051002774.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01052003917.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01053008178.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_01054000949.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01055002480.jpg,LongSleeve,multicolour,Long,,,,0.2,,0.8,,,,,
img_qh_train1A_01056004382.jpg,LongSleeve,Solidcolor,Long,,1,,,,,,,,,
img_qh_train1A_01057009117.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01058003513.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01059004327.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_train1A_01060009778.jpg,LongSleeve,multicolour,Long,,,,,0.5,,,,0.5,,
img_qh_train1A_01061002981.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01062009738.jpg,LongSleeve,multicolour,Short,0.3,,,,,,,,0.7,,
img_qh_train1A_01063001587.jpg,LongSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_01064005255.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01065006334.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_01066002598.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01067004158.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_train1A_01068006285.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_01069009592.jpg,LongSleeve,multicolour,Short,0.1,0.2,,,0.7,,,,,,
img_qh_train1A_01070009679.jpg,LongSleeve,multicolour,Short,0.3,,,,,,,,,0.7,
img_qh_train1A_01071000738.jpg,LongSleeve,multicolour,Short,0.2,,,0.6,,,,,,0.2,
img_qh_train1A_01072007965.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01073000319.jpg,LongSleeve,multicolour,Short,0.4,,,,,,,,,0.6,
img_qh_train1A_01074003526.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01075009806.jpg,LongSleeve,multicolour,Short,0.2,,,,0.8,,,,,,
img_qh_train1A_01076004082.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01077008872.jpg,ShortSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01078004861.jpg,ShortSleeve,multicolour,middle,0.2,,,,,,,,,0.8,
img_qh_train1A_01079008401.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_01080004457.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01081009985.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_01082008919.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01083003053.jpg,LongSleeve,multicolour,middle,0.3,,,,,,,0.7,,,
img_qh_train1A_01084000783.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01085006255.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01086005347.jpg,LongSleeve,multicolour,Long,0.8,,,,,,,,,0.2,
img_qh_train1A_01087003030.jpg,LongSleeve,Solidcolor,Long,,,,,,1,,,,,
img_qh_train1A_01088006553.jpg,LongSleeve,multicolour,Short,,,0.8,,,,,,0.1,0.1,
img_qh_train1A_01089004790.jpg,ShortSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01090003908.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01091000647.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01092009759.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,,1
img_qh_train1A_01093005442.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01094003273.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_01095004434.jpg,LongSleeve,multicolour,Long,0.2,,,,,,,,,0.8,
img_qh_train1A_01096003578.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_train1A_01097003088.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01098007996.jpg,ShortSleeve,multicolour,Short,,,,,0.4,,,,,0.6,
img_qh_train1A_01099006244.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01100009004.jpg,LongSleeve,multicolour,Long,0.2,,,,,,,,,0.8,
img_qh_train1A_01101001402.jpg,LongSleeve,multicolour,Long,0.7,,,,,,,,,0.3,
img_qh_train1A_01102008352.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_01103006550.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01104007078.jpg,ShortSleeve,multicolour,Short,0.7,,,,,,,,0.3,,
img_qh_train1A_01105009127.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01106005605.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_01107004413.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01108008946.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01109002483.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01110000629.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_01111002523.jpg,ShortSleeve,multicolour,Short,,0.8,,,,,,,,,0.2
img_qh_train1A_01112008699.jpg,ShortSleeve,Solidcolor,middle,,,1,,,,,,,,
img_qh_train1A_01113008917.jpg,LongSleeve,multicolour,Short,0.3,,,,,,,0.7,,,
img_qh_train1A_01114008742.jpg,LongSleeve,multicolour,Short,,,0.2,,0.8,,,,,,
img_qh_train1A_01115008529.jpg,ShortSleeve,multicolour,Short,,,,,0.2,,,,,0.8,
img_qh_train1A_01116009677.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01117007676.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01118005153.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_train1A_01119002809.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01120004228.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,,1
img_qh_train1A_01121006924.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01122004155.jpg,LongSleeve,multicolour,Short,0.2,,,,,,,,0.8,,
img_qh_train1A_01123002659.jpg,LongSleeve,multicolour,middle,0.7,,,,,,,,,0.3,
img_qh_train1A_01124001511.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01125009975.jpg,LongSleeve,multicolour,Short,0.3,,,,0.7,,,,,,
img_qh_train1A_01126001565.jpg,ShortSleeve,multicolour,Long,,,,,0.4,,,,,0.6,
img_qh_train1A_01127009492.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01128009139.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01129007318.jpg,LongSleeve,multicolour,Short,,,0.7,,,,,,,0.3,
img_qh_train1A_01130004857.jpg,LongSleeve,multicolour,Long,0.2,,,0.7,,,,,,0.1,
img_qh_train1A_01131004300.jpg,LongSleeve,multicolour,Long,,,,,0.3,,,,,,0.7
img_qh_train1A_01132009342.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01133008784.jpg,LongSleeve,multicolour,middle,,,,,0.2,,0.8,,,,
img_qh_train1A_01134004752.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01135008098.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01136008965.jpg,ShortSleeve,multicolour,Short,0.2,,,,,,,,,0.8,
img_qh_train1A_01137007513.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01138001522.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01139006265.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01140003612.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01141008956.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01142008914.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01143005909.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_train1A_01144001089.jpg,ShortSleeve,multicolour,middle,0.2,,,,,,,,,0.8,
img_qh_train1A_01145003475.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01146001260.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01147007674.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01148001212.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01149005934.jpg,LongSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_01150009679.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01151009118.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_train1A_01152001986.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01153008787.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01154004256.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01155005541.jpg,LongSleeve,multicolour,Short,0.7,,0.3,,,,,,,,
img_qh_train1A_01156008301.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01157009634.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01158008357.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_01159007902.jpg,ShortSleeve,multicolour,middle,,,,,0.6,,,,,0.4,
img_qh_train1A_01160003985.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01161005401.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01162001001.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01163002130.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01164003675.jpg,LongSleeve,multicolour,middle,,,,,,,,,0.3,0.7,
img_qh_train1A_01165008533.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01166007901.jpg,ShortSleeve,multicolour,Long,0.5,,,,,,,,,0.5,
img_qh_train1A_01167004518.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01168007918.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01169002726.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01170006287.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01171002670.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_01172002517.jpg,LongSleeve,multicolour,Short,0.6,,,,0.4,,,,,,
img_qh_train1A_01173000231.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01174004112.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01175004714.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01176006490.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01177008233.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01178001525.jpg,LongSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_train1A_01179002659.jpg,LongSleeve,lattice,Short,0.5,,,,,,,,,0.5,
img_qh_train1A_01180003688.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01181005727.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01182001187.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01183002571.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01184007776.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01185002343.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01186000311.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_train1A_01187008503.jpg,LongSleeve,lattice,Short,0.4,,,,,,,,,0.6,
img_qh_train1A_01188004710.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_01189002764.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01190008404.jpg,ShortSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_01191002997.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01192003239.jpg,LongSleeve,multicolour,middle,0.7,,,,,,,,,0.3,
img_qh_train1A_01193001585.jpg,ShortSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01194008544.jpg,LongSleeve,multicolour,Short,0.2,,,,0.8,,,,,,
img_qh_train1A_01195008728.jpg,ShortSleeve,multicolour,middle,0.5,,,,,,,,,0.5,
img_qh_train1A_01196002441.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01197000298.jpg,LongSleeve,multicolour,Long,,,0.4,,,,,,,0.6,
img_qh_train1A_01198006300.jpg,LongSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_train1A_01199004758.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_01200000544.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01201006052.jpg,LongSleeve,multicolour,Long,,,,,,,,0.8,,0.2,
img_qh_train1A_01202000023.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01203000461.jpg,LongSleeve,multicolour,Long,0.2,,,,0.5,,,,,0.3,
img_qh_train1A_01204009006.jpg,ShortSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01205009007.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_train1A_01206001669.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01207003164.jpg,LongSleeve,multicolour,Long,0.3,,,,0.7,,,,,,
img_qh_train1A_01208004113.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01209009485.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01210007530.jpg,LongSleeve,multicolour,Short,0.2,,0.8,,,,,,,,
img_qh_train1A_01211001024.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01212009718.jpg,ShortSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_train1A_01213007673.jpg,LongSleeve,multicolour,Long,,,,0.7,0.1,,,,,,0.2
img_qh_train1A_01214000489.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01215008458.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01216006148.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01217003308.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01218004460.jpg,LongSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_01219002629.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01220006954.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01221009755.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01222004628.jpg,LongSleeve,Solidcolor,middle,,,,,,,,1,,,
img_qh_train1A_01223006205.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01224006098.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01225007315.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01226003719.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_01227006549.jpg,ShortSleeve,Solidcolor,Short,,1,,,,,,,,,
img_qh_train1A_01228009206.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01229005067.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01230008342.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01231000716.jpg,LongSleeve,multicolour,Short,0.2,,,,,,,,,0.8,
img_qh_train1A_01232007885.jpg,ShortSleeve,Solidcolor,middle,,,,,,1,,,,,
img_qh_train1A_01233003286.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01234008546.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01235005623.jpg,LongSleeve,multicolour,Long,0.4,,,,,,,0.6,,,
img_qh_train1A_01236004656.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01237002754.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_train1A_01238006343.jpg,LongSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_01239001581.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01240004456.jpg,LongSleeve,multicolour,Long,,,,0.6,,,,,,0.2,0.2
img_qh_train1A_01241005749.jpg,LongSleeve,multicolour,Short,,,,,,,,,0.7,0.3,
img_qh_train1A_01242001692.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_train1A_01243008272.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01244008639.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_train1A_01245009719.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_train1A_01246005177.jpg,LongSleeve,Solidcolor,Short,,1,,,,,,,,,
img_qh_train1A_01247007910.jpg,LongSleeve,multicolour,Short,,,0.7,,,,,,,,0.3
img_qh_train1A_01248002053.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_01249007747.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_01250006002.jpg,LongSleeve,multicolour,Long,0.6,,,,,,,,,,0.4
img_qh_train1A_01251009863.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01252001629.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_01253001521.jpg,ShortSleeve,multicolour,Long,0.7,,,,,,,,,0.3,
img_qh_train1A_01254006561.jpg,LongSleeve,multicolour,Short,0.2,,0.2,,,,,,,0.6,
img_qh_train1A_01255009463.jpg,ShortSleeve,multicolour,Short,,,,,,,,,,0.5,0.5
img_qh_train1A_01256002426.jpg,LongSleeve,multicolour,Short,0.6,,,,,,,,,0.4,
img_qh_train1A_01257008628.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_train1A_01258002841.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_01259003749.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01260001996.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01261002508.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_01262000957.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01263001084.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_01264004376.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01265009907.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_01266009343.jpg,ShortSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_01267002660.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01268003277.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_01269006550.jpg,ShortSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_01270005208.jpg,LongSleeve,multicolour,Short,0.8,,,,,,,,,0.2,
img_qh_train1A_01271008383.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
